gene	avg_logFC	p_val_adj	tissue	cell_type	hgnc_symbol	entrezgene_description	chromosome_name	start_position	end_position
ENSG00000152578	1.377889239	0	CB	Neu	GRIA4	glutamate ionotropic receptor AMPA type subunit 4	11	105609994	105982092
ENSG00000152578	1.130680762	1.73e-47	CB	In	GRIA4	glutamate ionotropic receptor AMPA type subunit 4	11	105609994	105982092
ENSG00000152580	1.075437251	2.82e-182	AC	Ex	IGSF10	immunoglobulin superfamily member 10	3	151425384	151458709
ENSG00000152580	1.238898598	0	CN	Ast	IGSF10	immunoglobulin superfamily member 10	3	151425384	151458709
ENSG00000152580	1.811164653	6.57e-83	CN	In	IGSF10	immunoglobulin superfamily member 10	3	151425384	151458709
ENSG00000152601	1.920833214	0.000421147	CN	MG	MBNL1	muscleblind like splicing regulator 1	3	152243828	152465780
ENSG00000152661	1.369228135	1.13e-75	AC	OD	GJA1	gap junction protein alpha 1	6	121435595	121449727
ENSG00000152661	1.413621442	1.98e-167	CN	In	GJA1	gap junction protein alpha 1	6	121435595	121449727
ENSG00000152661	0.943268712	7.66e-12	CB	Ast	GJA1	gap junction protein alpha 1	6	121435595	121449727
ENSG00000152767	0.771626375	2.41e-85	AC	Ex	FARP1	FERM, ARH/RhoGEF and pleckstrin domain protein 1	13	98142562	98455176
ENSG00000152767	1.039740968	1.85e-58	AC	Ast	FARP1	FERM, ARH/RhoGEF and pleckstrin domain protein 1	13	98142562	98455176
ENSG00000152767	1.594836212	3.31e-26	AC	OD	FARP1	FERM, ARH/RhoGEF and pleckstrin domain protein 1	13	98142562	98455176
ENSG00000152822	0.745195014	7.44e-76	AC	Ex	GRM1	glutamate metabotropic receptor 1	6	146027646	146437601
ENSG00000152932	1.585731846	3.41e-129	AC	Ast	RAB3C	RAB3C, member RAS oncogene family	5	58582221	58859394
ENSG00000152932	1.257102554	1.34e-24	CN	OD	RAB3C	RAB3C, member RAS oncogene family	5	58582221	58859394
ENSG00000152932	1.036490846	1.88e-10	CB	In	RAB3C	RAB3C, member RAS oncogene family	5	58582221	58859394
ENSG00000153187	0.709916729	3.76e-72	AC	Ex	HNRNPU	heterogeneous nuclear ribonucleoprotein U	1	244840638	244864560
ENSG00000153707	0.984958521	1.52e-96	AC	Ex	PTPRD	protein tyrosine phosphatase receptor type D	9	8314246	10612723
ENSG00000153707	1.336666104	1.23e-12	AC	In	PTPRD	protein tyrosine phosphatase receptor type D	9	8314246	10612723
ENSG00000153707	1.563423017	4.33e-160	AC	Ast	PTPRD	protein tyrosine phosphatase receptor type D	9	8314246	10612723
ENSG00000153707	1.812995352	4.16e-07	AC	OPC	PTPRD	protein tyrosine phosphatase receptor type D	9	8314246	10612723
ENSG00000153707	1.799549412	6.19e-157	CN	Neu	PTPRD	protein tyrosine phosphatase receptor type D	9	8314246	10612723
ENSG00000153707	1.173535784	2.99e-15	CN	OD	PTPRD	protein tyrosine phosphatase receptor type D	9	8314246	10612723
ENSG00000153707	1.047584119	1.56e-171	CN	Ast	PTPRD	protein tyrosine phosphatase receptor type D	9	8314246	10612723
ENSG00000153707	1.31577092	4.74e-08	CN	OPC	PTPRD	protein tyrosine phosphatase receptor type D	9	8314246	10612723
ENSG00000153707	1.747235995	4.45e-13	CB	Ast	PTPRD	protein tyrosine phosphatase receptor type D	9	8314246	10612723
ENSG00000153707	1.496410712	1.14e-10	CB	OD	PTPRD	protein tyrosine phosphatase receptor type D	9	8314246	10612723
ENSG00000153933	1.140006727	3e-22	CN	OD	DGKE	diacylglycerol kinase epsilon	17	56834107	56869567
ENSG00000153933	1.070401294	5.26e-216	CN	Ast	DGKE	diacylglycerol kinase epsilon	17	56834107	56869567
ENSG00000153944	1.4668804	4.76e-118	AC	Ast	MSI2	musashi RNA binding protein 2	17	57255851	57684689
ENSG00000153944	2.251375803	4.62e-67	AC	OD	MSI2	musashi RNA binding protein 2	17	57255851	57684689
ENSG00000153944	1.730193589	6.25e-09	AC	OPC	MSI2	musashi RNA binding protein 2	17	57255851	57684689
ENSG00000153944	1.669670408	1.31e-49	CN	OD	MSI2	musashi RNA binding protein 2	17	57255851	57684689
ENSG00000153944	1.238422196	4.04e-196	CN	Ast	MSI2	musashi RNA binding protein 2	17	57255851	57684689
ENSG00000153944	2.619559471	2.49e-211	CN	In	MSI2	musashi RNA binding protein 2	17	57255851	57684689
ENSG00000153944	2.16368912	2.74e-13	CN	OPC	MSI2	musashi RNA binding protein 2	17	57255851	57684689
ENSG00000153944	1.793099094	1.77e-32	CB	In	MSI2	musashi RNA binding protein 2	17	57255851	57684689
ENSG00000153944	2.635959106	1.88e-37	CB	Ast	MSI2	musashi RNA binding protein 2	17	57255851	57684689
ENSG00000153956	0.949372501	2.04e-91	AC	Ex	CACNA2D1	calcium voltage-gated channel auxiliary subunit alpha2delta 1	7	81946444	82443777
ENSG00000153956	0.693164998	2.62e-52	CN	Ast	CACNA2D1	calcium voltage-gated channel auxiliary subunit alpha2delta 1	7	81946444	82443777
ENSG00000154122	0.741558753	5.96e-35	AC	Ast	ANKH	ANKH inorganic pyrophosphate transport regulator	5	14704800	14871778
ENSG00000154122	0.951858677	3.89e-19	CN	OD	ANKH	ANKH inorganic pyrophosphate transport regulator	5	14704800	14871778
ENSG00000154229	1.199696036	9.55e-183	AC	Ex	PRKCA	protein kinase C alpha	17	66302613	66810743
ENSG00000154380	0.870204124	3.26e-45	AC	Ast	ENAH	ENAH actin regulator	1	225486835	225653142
ENSG00000154553	0.741886711	4.02e-05	CB	Ast	PDLIM3	PDZ and LIM domain 3	4	185500660	185535612
ENSG00000154556	0.929857296	3.85e-112	AC	Ex	SORBS2	sorbin and SH3 domain containing 2	4	185585444	185956652
ENSG00000154556	0.706746326	5.26e-31	AC	Ast	SORBS2	sorbin and SH3 domain containing 2	4	185585444	185956652
ENSG00000154556	0.698004312	3.07e-69	CN	Ast	SORBS2	sorbin and SH3 domain containing 2	4	185585444	185956652
ENSG00000154678	1.329560781	3.71e-25	CN	OD	PDE1C	phosphodiesterase 1C	7	31751179	32428131
ENSG00000154678	1.780930944	2e-12	CB	OD	PDE1C	phosphodiesterase 1C	7	31751179	32428131
ENSG00000154723	0.724731696	7.59e-55	AC	Ex	ATP5PF	ATP synthase peripheral stalk subunit F6	21	25716503	25735673
ENSG00000154723	1.731462262	2.07e-31	AC	OD	ATP5PF	ATP synthase peripheral stalk subunit F6	21	25716503	25735673
ENSG00000154930	1.10143024	3.27e-69	CN	In	ACSS1	acyl-CoA synthetase short chain family member 1	20	25006230	25058980
ENSG00000154930	0.839825884	7.72e-09	CB	Ast	ACSS1	acyl-CoA synthetase short chain family member 1	20	25006230	25058980
ENSG00000155093	1.131977554	4.31e-79	AC	Ast	PTPRN2	protein tyrosine phosphatase receptor type N2	7	157539056	158587823
ENSG00000155093	1.176306804	2.5e-27	CN	OD	PTPRN2	protein tyrosine phosphatase receptor type N2	7	157539056	158587823
ENSG00000155099	0.780764827	8.03e-13	CN	OD	PIP4P2	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2	8	90993802	91040872
ENSG00000155265	0.872179567	3.58e-05	CB	Ast	GOLGA7B	golgin A7 family member B	10	97849843	97871580
ENSG00000155368	1.313152729	8.26e-26	AC	OD	DBI	diazepam binding inhibitor, acyl-CoA binding protein	2	119366921	119372560
ENSG00000155368	1.098866717	0.001477575	CN	OPC	DBI	diazepam binding inhibitor, acyl-CoA binding protein	2	119366921	119372560
ENSG00000155744	0.803491892	2.25e-89	AC	Ex	FAM126B	family with sequence similarity 126 member B	2	200973718	201071671
ENSG00000155744	0.861281677	2.42e-53	AC	Ast	FAM126B	family with sequence similarity 126 member B	2	200973718	201071671
ENSG00000155744	0.788657984	1.09e-12	CN	OD	FAM126B	family with sequence similarity 126 member B	2	200973718	201071671
ENSG00000155744	0.918416808	2.93e-127	CN	Ast	FAM126B	family with sequence similarity 126 member B	2	200973718	201071671
ENSG00000155744	0.721053794	2.05e-07	CB	In	FAM126B	family with sequence similarity 126 member B	2	200973718	201071671
ENSG00000155886	0.784304892	8.56e-62	AC	Ex	SLC24A2	solute carrier family 24 member 2	9	19507452	19786928
ENSG00000155886	1.302148874	4.77e-10	AC	In	SLC24A2	solute carrier family 24 member 2	9	19507452	19786928
ENSG00000155886	1.202490122	1.23e-75	AC	Ast	SLC24A2	solute carrier family 24 member 2	9	19507452	19786928
ENSG00000155886	1.934265891	5.95e-151	CN	Neu	SLC24A2	solute carrier family 24 member 2	9	19507452	19786928
ENSG00000155886	1.611192617	6.4e-49	CN	OD	SLC24A2	solute carrier family 24 member 2	9	19507452	19786928
ENSG00000155886	1.354853752	4.84e-253	CN	Ast	SLC24A2	solute carrier family 24 member 2	9	19507452	19786928
ENSG00000155886	1.845732794	9.49e-46	CB	In	SLC24A2	solute carrier family 24 member 2	9	19507452	19786928
ENSG00000155886	1.674010602	3.17e-19	CB	OD	SLC24A2	solute carrier family 24 member 2	9	19507452	19786928
ENSG00000156011	0.831997222	2.83e-101	AC	Ex	PSD3	pleckstrin and Sec7 domain containing 3	8	18527303	19084730
ENSG00000156011	1.104845936	8.8e-13	AC	OD	PSD3	pleckstrin and Sec7 domain containing 3	8	18527303	19084730
ENSG00000156011	0.878147504	2.63e-102	CN	Ast	PSD3	pleckstrin and Sec7 domain containing 3	8	18527303	19084730
ENSG00000156011	0.886293513	0	CB	Neu	PSD3	pleckstrin and Sec7 domain containing 3	8	18527303	19084730
ENSG00000156011	1.089912128	1.71e-37	CB	In	PSD3	pleckstrin and Sec7 domain containing 3	8	18527303	19084730
ENSG00000156011	1.043113291	3.93e-07	CB	Ast	PSD3	pleckstrin and Sec7 domain containing 3	8	18527303	19084730
ENSG00000156052	1.808469206	0	AC	Ex	GNAQ	G protein subunit alpha q	9	77716097	78031811
ENSG00000156052	1.613904179	7.36e-131	AC	Ast	GNAQ	G protein subunit alpha q	9	77716097	78031811
ENSG00000156052	1.467477463	5.35e-34	CN	OD	GNAQ	G protein subunit alpha q	9	77716097	78031811
ENSG00000156052	1.684415976	0	CN	Ast	GNAQ	G protein subunit alpha q	9	77716097	78031811
ENSG00000156052	1.602935975	1.37e-25	CB	In	GNAQ	G protein subunit alpha q	9	77716097	78031811
ENSG00000156076	-0.966594729	2.26e-12	CN	In	WIF1	WNT inhibitory factor 1	12	65050626	65121305
ENSG00000156103	1.011708806	7.76e-109	AC	Ex	MMP16	matrix metallopeptidase 16	8	88032011	88328025
ENSG00000156103	1.735953254	1.28e-08	AC	OPC	MMP16	matrix metallopeptidase 16	8	88032011	88328025
ENSG00000156103	1.536944598	1.56e-07	CN	OPC	MMP16	matrix metallopeptidase 16	8	88032011	88328025
ENSG00000156113	1.597458735	3.06e-302	AC	Ex	KCNMA1	potassium calcium-activated channel subfamily M alpha 1	10	76869601	77638369
ENSG00000156113	1.290699826	2.31e-102	AC	Ast	KCNMA1	potassium calcium-activated channel subfamily M alpha 1	10	76869601	77638369
ENSG00000156113	1.493733385	2.12e-06	AC	OPC	KCNMA1	potassium calcium-activated channel subfamily M alpha 1	10	76869601	77638369
ENSG00000156113	1.670343057	4.57e-50	CN	OD	KCNMA1	potassium calcium-activated channel subfamily M alpha 1	10	76869601	77638369
ENSG00000156113	1.463759692	0	CN	Ast	KCNMA1	potassium calcium-activated channel subfamily M alpha 1	10	76869601	77638369
ENSG00000156113	2.089010657	1.66e-63	CB	In	KCNMA1	potassium calcium-activated channel subfamily M alpha 1	10	76869601	77638369
ENSG00000156411	1.693532804	4.05e-27	AC	OD	ATP5MPL	ATP synthase membrane subunit 6.8PL	14	103912288	103928269
ENSG00000156411	1.253077836	2.59e-32	CN	OD	ATP5MPL	ATP synthase membrane subunit 6.8PL	14	103912288	103928269
ENSG00000156411	0.977681112	2.33e-99	CN	Ast	ATP5MPL	ATP synthase membrane subunit 6.8PL	14	103912288	103928269
ENSG00000156411	1.600013344	1.14e-86	CN	In	ATP5MPL	ATP synthase membrane subunit 6.8PL	14	103912288	103928269
ENSG00000156411	1.16332803	0.000645732	CN	OPC	ATP5MPL	ATP synthase membrane subunit 6.8PL	14	103912288	103928269
ENSG00000156411	1.138860487	0	CB	Neu	ATP5MPL	ATP synthase membrane subunit 6.8PL	14	103912288	103928269
ENSG00000156411	0.807710822	8.68e-09	CB	In	ATP5MPL	ATP synthase membrane subunit 6.8PL	14	103912288	103928269
ENSG00000156411	1.559243568	1.89e-11	CB	Ast	ATP5MPL	ATP synthase membrane subunit 6.8PL	14	103912288	103928269
ENSG00000156463	-0.870169169	1.01e-05	CN	Ast	SH3RF2	SH3 domain containing ring finger 2	5	145936578	146081791
ENSG00000156642	1.264840795	8.62e-175	AC	Ex	NPTN	neuroplastin	15	73560014	73634134
ENSG00000156642	1.230503712	9.78e-102	AC	Ast	NPTN	neuroplastin	15	73560014	73634134
ENSG00000156642	0.793920567	2.17e-12	CN	OD	NPTN	neuroplastin	15	73560014	73634134
ENSG00000156642	1.450245779	2.21e-232	CN	Ast	NPTN	neuroplastin	15	73560014	73634134
ENSG00000156642	0.970647258	3.59e-12	CB	In	NPTN	neuroplastin	15	73560014	73634134
ENSG00000156976	1.212445022	1.15e-224	AC	Ex	EIF4A2	eukaryotic translation initiation factor 4A2	3	186783205	186789897
ENSG00000157005	-2.250555298	1.87e-87	AC	Ast	SST	somatostatin	3	187668912	187670394
ENSG00000157064	1.087675341	1.74e-150	AC	Ex	NMNAT2	nicotinamide nucleotide adenylyltransferase 2	1	183248237	183418380
ENSG00000157064	1.27340219	3.31e-90	AC	Ast	NMNAT2	nicotinamide nucleotide adenylyltransferase 2	1	183248237	183418380
ENSG00000157064	1.278501582	6.74e-27	CN	OD	NMNAT2	nicotinamide nucleotide adenylyltransferase 2	1	183248237	183418380
ENSG00000157103	-0.782966563	8.44e-17	CB	In	SLC6A1	solute carrier family 6 member 1	3	10992186	11039247
ENSG00000157388	0.806801476	2.02e-93	AC	Ex	CACNA1D	calcium voltage-gated channel subunit alpha1 D	3	53328963	53813733
ENSG00000157388	0.94887666	2.79e-135	CN	Ast	CACNA1D	calcium voltage-gated channel subunit alpha1 D	3	53328963	53813733
ENSG00000157388	1.372533018	2.39e-27	CB	In	CACNA1D	calcium voltage-gated channel subunit alpha1 D	3	53328963	53813733
ENSG00000157542	1.472690788	3.23e-245	AC	Ex	KCNJ6	potassium voltage-gated channel subfamily J member 6	21	37607373	38121345
ENSG00000157542	1.343736964	1.72e-89	AC	Ast	KCNJ6	potassium voltage-gated channel subfamily J member 6	21	37607373	38121345
ENSG00000157680	1.54645889	0	CN	Ast	DGKI	diacylglycerol kinase iota	7	137381037	137847092
ENSG00000157741	1.013619563	2.7e-120	AC	Ex	UBN2	ubinuclein 2	7	139230356	139308236
ENSG00000157741	1.265862139	2.34e-27	CN	OD	UBN2	ubinuclein 2	7	139230356	139308236
ENSG00000157741	1.382529009	1.08e-301	CN	Ast	UBN2	ubinuclein 2	7	139230356	139308236
ENSG00000157741	1.45707191	1.06e-21	CB	In	UBN2	ubinuclein 2	7	139230356	139308236
ENSG00000157827	1.385683858	6.86e-85	CN	Neu	FMNL2	formin like 2	2	152335174	152649826
ENSG00000157827	0.988764368	0.000774644	CB	OD	FMNL2	formin like 2	2	152335174	152649826
ENSG00000157837	0.821633017	8.1e-43	AC	Ex	SPPL3	signal peptide peptidase like 3	12	120762510	120904358
ENSG00000157985	1.778175784	6.52e-13	CB	OD	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	2	235494043	236131800
ENSG00000158445	0.872566859	1.3e-46	AC	Ast	KCNB1	potassium voltage-gated channel subfamily B member 1	20	49293394	49484297
ENSG00000158445	0.84144994	1.53e-101	CN	Ast	KCNB1	potassium voltage-gated channel subfamily B member 1	20	49293394	49484297
ENSG00000158711	0.901235734	1.32e-148	AC	Ex	ELK4	ETS transcription factor ELK4	1	205597556	205631962
ENSG00000158716	-1.103007682	2.32e-13	CN	Ast	DUSP23	dual specificity phosphatase 23	1	159780932	159782543
ENSG00000158856	1.471559019	1.71e-235	AC	Ex	DMTN	dematin actin binding protein	8	22048995	22082527
ENSG00000158856	1.345600519	0	CN	Ast	DMTN	dematin actin binding protein	8	22048995	22082527
ENSG00000159176	-0.753930955	3.06e-12	CN	Neu	CSRP1	cysteine and glycine rich protein 1	1	201483530	201509456
ENSG00000159363	-0.756345888	1.75e-28	AC	Ex	ATP13A2	ATPase cation transporting 13A2	1	16985958	17011928
ENSG00000159363	-0.753983134	8.03e-32	AC	Ast	ATP13A2	ATPase cation transporting 13A2	1	16985958	17011928
ENSG00000159363	-0.711310835	0.00036976	CB	In	ATP13A2	ATPase cation transporting 13A2	1	16985958	17011928
ENSG00000159409	-0.896040343	5.16e-45	AC	Ex	CELF3	CUGBP Elav-like family member 3	1	151700058	151716803
ENSG00000160007	-0.817587463	1.79e-48	AC	Ex	ARHGAP35	Rho GTPase activating protein 35	19	46860997	47005077
ENSG00000160145	0.758751166	5.37e-71	AC	Ex	KALRN	kalirin RhoGEF kinase	3	124080023	124726325
ENSG00000160213	1.48425128	2.94e-30	AC	OD	CSTB	cystatin B	21	43772511	43776445
ENSG00000160213	1.462604118	4e-71	CN	In	CSTB	cystatin B	21	43772511	43776445
ENSG00000160282	0.942735263	1.36e-114	CN	Ast	FTCD	formimidoyltransferase cyclodeaminase	21	46136262	46155579
ENSG00000160285	2.146552303	4.13e-17	CB	OD	LSS	lanosterol synthase	21	46188141	46228824
ENSG00000160469	-0.866655478	2.5e-39	AC	Ex	BRSK1	BR serine/threonine kinase 1	19	55282072	55312562
ENSG00000160551	0.918263324	3.26e-81	AC	Ex	TAOK1	TAO kinase 1	17	29390464	29551904
ENSG00000160551	0.947160777	1.42e-50	AC	Ast	TAOK1	TAO kinase 1	17	29390464	29551904
ENSG00000160551	1.48272983	1.28e-88	CN	Neu	TAOK1	TAO kinase 1	17	29390464	29551904
ENSG00000160551	1.268087161	1.13e-24	CN	OD	TAOK1	TAO kinase 1	17	29390464	29551904
ENSG00000160551	1.288038369	6.18e-240	CN	Ast	TAOK1	TAO kinase 1	17	29390464	29551904
ENSG00000160551	1.326951035	2.65e-08	CB	OD	TAOK1	TAO kinase 1	17	29390464	29551904
ENSG00000160613	1.400482173	1.73e-223	AC	Ex	PCSK7	proprotein convertase subtilisin/kexin type 7	11	117204337	117232525
ENSG00000160613	1.000070656	7.33e-23	CN	OD	PCSK7	proprotein convertase subtilisin/kexin type 7	11	117204337	117232525
ENSG00000160613	1.217020003	1.09e-248	CN	Ast	PCSK7	proprotein convertase subtilisin/kexin type 7	11	117204337	117232525
ENSG00000160613	1.112172159	0.000492627	CN	OPC	PCSK7	proprotein convertase subtilisin/kexin type 7	11	117204337	117232525
ENSG00000160613	1.463245849	1.15e-24	CB	In	PCSK7	proprotein convertase subtilisin/kexin type 7	11	117204337	117232525
ENSG00000160678	1.9130194	1.17e-41	AC	OD	S100A1	S100 calcium binding protein A1	1	153627926	153632039
ENSG00000160678	1.212213417	8.79e-71	CN	In	S100A1	S100 calcium binding protein A1	1	153627926	153632039
ENSG00000160953	1.050100766	1.98e-20	CB	In	PWWP3A	PWWP domain containing 3A, DNA repair factor	19	1354711	1378431
ENSG00000160953	0.976378912	4.34e-11	CB	Ast	PWWP3A	PWWP domain containing 3A, DNA repair factor	19	1354711	1378431
ENSG00000161016	-0.716588267	4.44e-28	AC	Ast	RPL8	ribosomal protein L8	8	144789765	144792587
ENSG00000161281	-1.114013832	6.83e-36	AC	Ast	COX7A1	cytochrome c oxidase subunit 7A1	19	36150922	36152449
ENSG00000161509	0.884449043	2.06e-13	AC	OD	GRIN2C	glutamate ionotropic receptor NMDA type subunit 2C	17	74842023	74861504
ENSG00000161671	1.918988537	2.87e-118	CN	Neu	EMC10	ER membrane protein complex subunit 10	19	50476400	50490870
ENSG00000161671	1.9337838	2.13e-14	CN	OPC	EMC10	ER membrane protein complex subunit 10	19	50476400	50490870
ENSG00000161671	1.574714311	1.6e-09	CB	OD	EMC10	ER membrane protein complex subunit 10	19	50476400	50490870
ENSG00000161960	-1.085128628	0.001356869	AC	MG	EIF4A1	eukaryotic translation initiation factor 4A1	17	7572706	7579006
ENSG00000161960	-1.907720788	4.96e-06	CN	MG	EIF4A1	eukaryotic translation initiation factor 4A1	17	7572706	7579006
ENSG00000162032	-0.783317894	4.48e-06	CN	Ast	SPSB3	splA/ryanodine receptor domain and SOCS box containing 3	16	1776712	1793700
ENSG00000162032	-0.714147718	0.000894769	CB	In	SPSB3	splA/ryanodine receptor domain and SOCS box containing 3	16	1776712	1793700
ENSG00000162065	-1.589718812	3.52e-144	AC	Ex	TBC1D24	TBC1 domain family member 24	16	2475051	2509560
ENSG00000162065	-1.446251998	4.72e-98	AC	Ast	TBC1D24	TBC1 domain family member 24	16	2475051	2509560
ENSG00000162065	-1.022743593	0.04992209	CN	OD	TBC1D24	TBC1 domain family member 24	16	2475051	2509560
ENSG00000162065	-1.073221661	1.65e-07	CN	Ast	TBC1D24	TBC1 domain family member 24	16	2475051	2509560
ENSG00000162065	-1.035438568	6.89e-174	CB	Neu	TBC1D24	TBC1 domain family member 24	16	2475051	2509560
ENSG00000162065	-1.568113068	5.22e-25	CB	In	TBC1D24	TBC1 domain family member 24	16	2475051	2509560
ENSG00000162105	1.224508444	1.85e-193	AC	Ex	SHANK2	SH3 and multiple ankyrin repeat domains 2	11	70467856	71252577
ENSG00000162105	1.109182851	3.51e-275	CN	Ast	SHANK2	SH3 and multiple ankyrin repeat domains 2	11	70467856	71252577
ENSG00000162105	1.855780031	1.7e-32	CB	In	SHANK2	SH3 and multiple ankyrin repeat domains 2	11	70467856	71252577
ENSG00000162191	-0.699646643	0.003495525	CN	Ast	UBXN1	UBX domain protein 1	11	62676498	62679117
ENSG00000162390	0.760763668	4.08e-09	AC	OD	ACOT11	acyl-CoA thioesterase 11	1	54542257	54639192
ENSG00000162390	0.771357833	2.43e-36	CN	In	ACOT11	acyl-CoA thioesterase 11	1	54542257	54639192
ENSG00000162390	1.377882729	3.77e-11	CB	Ast	ACOT11	acyl-CoA thioesterase 11	1	54542257	54639192
ENSG00000162409	1.452188784	7.14e-237	AC	Ex	PRKAA2	protein kinase AMP-activated catalytic subunit alpha 2	1	56645314	56715335
ENSG00000162409	1.306022023	6.28e-85	AC	Ast	PRKAA2	protein kinase AMP-activated catalytic subunit alpha 2	1	56645314	56715335
ENSG00000162409	0.890586531	4.48e-19	CN	OD	PRKAA2	protein kinase AMP-activated catalytic subunit alpha 2	1	56645314	56715335
ENSG00000162409	0.900877234	4.85e-92	CN	Ast	PRKAA2	protein kinase AMP-activated catalytic subunit alpha 2	1	56645314	56715335
ENSG00000162599	1.57455285	9.17e-34	AC	OD	NFIA	nuclear factor I A	1	60865259	61462788
ENSG00000162599	1.668719571	5.01e-07	AC	OPC	NFIA	nuclear factor I A	1	60865259	61462788
ENSG00000162599	1.116267155	1.6e-17	CN	OD	NFIA	nuclear factor I A	1	60865259	61462788
ENSG00000162599	1.431869118	4.39e-87	CN	In	NFIA	nuclear factor I A	1	60865259	61462788
